QualifiedName,Name,Complexity,Coupling,Size,Lack of Cohesion,CBO,RFC,SRFC,DIT,NOC,WMC,LOC,CMLOC,NOF,NOSF,NOM,NOSM,NORM,LCOM,LCAM,LTCC,ATFD,SI,Coverage,#(C&I),#C,#I,LOC,AC,EC,Abs,Ins,ND,WMC,Coverage,MCC,NBD,LOC,#Pa,#MC,#AF
<Method>org.springframework.aop.TargetSource.public abstract isStatic( ): boolean,isStatic( ): boolean,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0
org.springframework.aop.ThrowsAdvice,ThrowsAdvice,low,low,low,low,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,1,,,,,,0,,,,,,,
org.springframework.aop.TrueClassFilter,TrueClassFilter,low,low,low,low,0,1,0,0,0,1,12,1,0,1,1,0,0,0,0,0,0,0,,,,,12,,,,,,1,,,,,,,
<Method>org.springframework.aop.TrueClassFilter.private TrueClassFilter( ): void,TrueClassFilter( ): void,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0
<Field>org.springframework.aop.TrueClassFilter->INSTANCE,static final INSTANCE : TrueClassFilter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
org.springframework.aop.TrueMethodMatcher,TrueMethodMatcher,low,low,low,low,0,2,0,0,0,2,18,4,0,1,2,0,0,0,0,0,0,0,,,,,18,,,,,,2,,,,,,,
<Method>org.springframework.aop.TrueMethodMatcher.private TrueMethodMatcher( ): void,TrueMethodMatcher( ): void,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0
<Method>org.springframework.aop.TrueMethodMatcher.public isRuntime( ): boolean,isRuntime( ): boolean,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,0,0,0
<Field>org.springframework.aop.TrueMethodMatcher->INSTANCE,static final INSTANCE : TrueMethodMatcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
org.springframework.aop.TruePointcut,TruePointcut,low,low,low,low,0,1,0,0,0,1,15,1,0,1,1,0,0,0,0,0,0,0,,,,,15,,,,,,1,,,,,,,
<Method>org.springframework.aop.TruePointcut.private TruePointcut( ): void,TruePointcut( ): void,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0
<Field>org.springframework.aop.TruePointcut->INSTANCE,static final INSTANCE : TruePointcut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Package>org.springframework.aop.aspectj,org.springframework.aop.aspectj,low,low,high,low,,,,,,150,1609,,,,,,,,,,,,,35,32,3,1609,0,0,0.171,1,0.171,150,,,,,,,
org.springframework.aop.aspectj.AbstractAspectJAdvice,AbstractAspectJAdvice,low-medium,low,medium-high,low,0,8,3,0,0,28,311,78,4,0,8,0,0,1.125,0.25,0.833,0,0,,,,,311,,,,,,28,,,,,,,
org.springframework.aop.aspectj.AbstractAspectJAdvice.AdviceExcludingMethodMatcher,AdviceExcludingMethodMatcher,low,low,low,low,0,1,0,0,0,1,18,3,0,0,1,0,0,0,0,0,0,0,,,,,18,,,,,,1,,,,,,,
<Method>org.springframework.aop.aspectj.AbstractAspectJAdvice.private bindArgumentsByName( int ): void,bindArgumentsByName( int ): void,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,9,1,1,0
<Method>org.springframework.aop.aspectj.AbstractAspectJAdvice.private bindExplicitArguments( int ): void,bindExplicitArguments( int ): void,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3,26,1,1,0
<Method>org.springframework.aop.aspectj.AbstractAspectJAdvice.private configurePointcutParameters( int ): void,configurePointcutParameters( int ): void,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3,21,1,0,0
<Method>org.springframework.aop.aspectj.AbstractAspectJAdvice.public final synchronized calculateArgumentBindings( ): void,final synchronized calculateArgumentBindings( ): void,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2,12,0,1,2
<Method>org.springframework.aop.aspectj.AbstractAspectJAdvice.public getDeclarationOrder( ): int,getDeclarationOrder( ): int,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,0,0,1
<Method>org.springframework.aop.aspectj.AbstractAspectJAdvice.public getOrder( ): int,getOrder( ): int,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,0,0,0
<Method>org.springframework.aop.aspectj.AbstractAspectJAdvice.public setDeclarationOrder( int ): void,setDeclarationOrder( int ): void,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,0,1
<Method>org.springframework.aop.aspectj.AbstractAspectJAdvice.protected supportsProceedingJoinPoint( ): boolean,supportsProceedingJoinPoint( ): boolean,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0,0,0
<Field>org.springframework.aop.aspectj.AbstractAspectJAdvice->argumentsIntrospected,argumentsIntrospected : boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Field>org.springframework.aop.aspectj.AbstractAspectJAdvice->declarationOrder,declarationOrder : int,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Field>org.springframework.aop.aspectj.AbstractAspectJAdvice->joinPointArgumentIndex,joinPointArgumentIndex : int,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Field>org.springframework.aop.aspectj.AbstractAspectJAdvice->joinPointStaticPartArgumentIndex,joinPointStaticPartArgumentIndex : int,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
org.springframework.aop.aspectj.AspectInstanceFactory,AspectInstanceFactory,low,low,low,low,0,0,0,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,,,,,3,,,,,,2,,,,,,,
org.springframework.aop.aspectj.AspectJAdviceParameterNameDiscoverer,AspectJAdviceParameterNameDiscoverer,medium-high,low,medium-high,low-medium,0,12,2,0,0,75,357,160,2,8,12,0,0,1.2,0.611,0,0,0,,,,,357,,,,,,75,,,,,,,
org.springframework.aop.aspectj.AspectJAdviceParameterNameDiscoverer.AmbiguousBindingException,AmbiguousBindingException,low,low,low,low,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,,,,,4,,,,,,0,,,,,,,
org.springframework.aop.aspectj.AspectJAdviceParameterNameDiscoverer.PointcutBody,PointcutBody,low,low,low,low,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,,,,,6,,,,,,0,,,,,,,
<Method>org.springframework.aop.aspectj.AspectJAdviceParameterNameDiscoverer.private countNumberOfUnboundAnnotationArguments( ): int,countNumberOfUnboundAnnotationArguments( ): int,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,6,0,1,0
<Method>org.springframework.aop.aspectj.AspectJAdviceParameterNameDiscoverer.private countNumberOfUnboundPrimitiveArguments( ): int,countNumberOfUnboundPrimitiveArguments( ): int,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,6,0,1,0
<Method>org.springframework.aop.aspectj.AspectJAdviceParameterNameDiscoverer.private isUnbound( int ): boolean,isUnbound( int ): boolean,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,0,0
<Method>org.springframework.aop.aspectj.AspectJAdviceParameterNameDiscoverer.private maybeBindAnnotationsFromPointcutExpression( ): void,maybeBindAnnotationsFromPointcutExpression( ): void,low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,4,19,0,0,0
<Method>org.springframework.aop.aspectj.AspectJAdviceParameterNameDiscoverer.private maybeBindPrimitiveArgsFromPointcutExpression( ): void,maybeBindPrimitiveArgsFromPointcutExpression( ): void,low-medium,low,low,low,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,5,21,0,2,0
<Method>org.springframework.aop.aspectj.AspectJAdviceParameterNameDiscoverer.private maybeBindReferencePointcutParameter( ): void,maybeBindReferencePointcutParameter( ): void,low-medium,low,low-medium,low,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,5,34,0,1,2
<Method>org.springframework.aop.aspectj.AspectJAdviceParameterNameDiscoverer.private maybeBindReturningVariable( ): void,maybeBindReturningVariable( ): void,low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,12,0,0,3
<Method>org.springframework.aop.aspectj.AspectJAdviceParameterNameDiscoverer.private maybeBindThisJoinPoint( ): boolean,maybeBindThisJoinPoint( ): boolean,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,6,0,0,0
<Method>org.springframework.aop.aspectj.AspectJAdviceParameterNameDiscoverer.private maybeBindThisJoinPointStaticPart( ): void,maybeBindThisJoinPointStaticPart( ): void,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,0,0,0
<Method>org.springframework.aop.aspectj.AspectJAdviceParameterNameDiscoverer.private maybeBindThisOrTargetOrArgsFromPointcutExpression( ): void,maybeBindThisOrTargetOrArgsFromPointcutExpression( ): void,low-medium,low,low-medium,low,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,5,32,0,1,2
<Method>org.springframework.aop.aspectj.AspectJAdviceParameterNameDiscoverer.private maybeBindThrowingVariable( ): void,maybeBindThrowingVariable( ): void,low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,4,17,0,1,0
<Method>org.springframework.aop.aspectj.AspectJAdviceParameterNameDiscoverer.public setRaiseExceptions( boolean ): void,setRaiseExceptions( boolean ): void,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,0,1
<Field>org.springframework.aop.aspectj.AspectJAdviceParameterNameDiscoverer->numberOfRemainingUnboundArguments,numberOfRemainingUnboundArguments : int,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Field>org.springframework.aop.aspectj.AspectJAdviceParameterNameDiscoverer->raiseExceptions,raiseExceptions : boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Field>org.springframework.aop.aspectj.AspectJAdviceParameterNameDiscoverer->STEP_ANNOTATION_BINDING,static final STEP_ANNOTATION_BINDING : int,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Field>org.springframework.aop.aspectj.AspectJAdviceParameterNameDiscoverer->STEP_FINISHED,static final STEP_FINISHED : int,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Field>org.springframework.aop.aspectj.AspectJAdviceParameterNameDiscoverer->STEP_JOIN_POINT_BINDING,static final STEP_JOIN_POINT_BINDING : int,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Field>org.springframework.aop.aspectj.AspectJAdviceParameterNameDiscoverer->STEP_PRIMITIVE_ARGS_BINDING,static final STEP_PRIMITIVE_ARGS_BINDING : int,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Field>org.springframework.aop.aspectj.AspectJAdviceParameterNameDiscoverer->STEP_REFERENCE_PCUT_BINDING,static final STEP_REFERENCE_PCUT_BINDING : int,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Field>org.springframework.aop.aspectj.AspectJAdviceParameterNameDiscoverer->STEP_RETURNING_BINDING,static final STEP_RETURNING_BINDING : int,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Field>org.springframework.aop.aspectj.AspectJAdviceParameterNameDiscoverer->STEP_THIS_TARGET_ARGS_BINDING,static final STEP_THIS_TARGET_ARGS_BINDING : int,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Field>org.springframework.aop.aspectj.AspectJAdviceParameterNameDiscoverer->STEP_THROWING_BINDING,static final STEP_THROWING_BINDING : int,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
org.springframework.aop.aspectj.AspectJAfterAdvice,AspectJAfterAdvice,low,low,low,low,0,2,0,0,0,2,18,6,0,0,2,0,0,0,0,0,0,0,,,,,18,,,,,,2,,,,,,,
<Method>org.springframework.aop.aspectj.AspectJAfterAdvice.public isAfterAdvice( ): boolean,isAfterAdvice( ): boolean,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,0,0,0
<Method>org.springframework.aop.aspectj.AspectJAfterAdvice.public isBeforeAdvice( ): boolean,isBeforeAdvice( ): boolean,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,0,0,0
org.springframework.aop.aspectj.AspectJAfterReturningAdvice,AspectJAfterReturningAdvice,low,low,low,low,0,2,0,0,0,2,32,6,0,0,2,0,0,0,0,0,0,0,,,,,32,,,,,,2,,,,,,,
<Method>org.springframework.aop.aspectj.AspectJAfterReturningAdvice.public isAfterAdvice( ): boolean,isAfterAdvice( ): boolean,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,0,0,0
<Method>org.springframework.aop.aspectj.AspectJAfterReturningAdvice.public isBeforeAdvice( ): boolean,isBeforeAdvice( ): boolean,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,0,0,0
org.springframework.aop.aspectj.AspectJAfterThrowingAdvice,AspectJAfterThrowingAdvice,low,low,low,low,0,2,0,0,0,2,25,6,0,0,2,0,0,0,0,0,0,0,,,,,25,,,,,,2,,,,,,,
<Method>org.springframework.aop.aspectj.AspectJAfterThrowingAdvice.public isAfterAdvice( ): boolean,isAfterAdvice( ): boolean,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,0,0,0
<Method>org.springframework.aop.aspectj.AspectJAfterThrowingAdvice.public isBeforeAdvice( ): boolean,isBeforeAdvice( ): boolean,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,0,0,0
org.springframework.aop.aspectj.AspectJAopUtils,AspectJAopUtils,low,low,low,low,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,,,,,18,,,,,,0,,,,,,,
org.springframework.aop.aspectj.AspectJAroundAdvice,AspectJAroundAdvice,low,low,low,low,0,3,0,0,0,3,24,9,0,0,3,0,0,0,0,0,0,0,,,,,24,,,,,,3,,,,,,,
<Method>org.springframework.aop.aspectj.AspectJAroundAdvice.public isAfterAdvice( ): boolean,isAfterAdvice( ): boolean,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,0,0,0
<Method>org.springframework.aop.aspectj.AspectJAroundAdvice.public isBeforeAdvice( ): boolean,isBeforeAdvice( ): boolean,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,0,0,0
<Method>org.springframework.aop.aspectj.AspectJAroundAdvice.protected supportsProceedingJoinPoint( ): boolean,supportsProceedingJoinPoint( ): boolean,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,0,0,0
org.springframework.aop.aspectj.AspectJExpressionPointcut,AspectJExpressionPointcut,low,low,medium-high,low,0,4,1,0,0,7,314,20,0,0,4,0,0,0,0,0,0,0,,,,,314,,,,,,7,,,,,,,
org.springframework.aop.aspectj.AspectJExpressionPointcut.BeanNameContextMatcher,BeanNameContextMatcher,low,low,low,low,0,1,0,0,0,1,45,3,0,0,1,0,0,0,0,0,0,0,,,,,45,,,,,,1,,,,,,,
org.springframework.aop.aspectj.AspectJExpressionPointcut.BeanNamePointcutDesignatorHandler,BeanNamePointcutDesignatorHandler,low,low,low,low,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,,,,,8,,,,,,0,,,,,,,
org.springframework.aop.aspectj.AspectJExpressionPointcut.DefensiveShadowMatch,DefensiveShadowMatch,low,low,low,low,0,3,0,0,0,3,25,9,0,0,3,0,0,0,0,0,0,0,,,,,25,,,,,,3,,,,,,,
<Method>org.springframework.aop.aspectj.AspectJExpressionPointcut.public AspectJExpressionPointcut( ): void,AspectJExpressionPointcut( ): void,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0
<Method>org.springframework.aop.aspectj.AspectJExpressionPointcut.private checkReadyToMatch( ): void,checkReadyToMatch( ): void,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,8,0,0,0
<Method>org.springframework.aop.aspectj.AspectJExpressionPointcut.public hashCode( ): int,hashCode( ): int,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,7,0,0,0
<Method>org.springframework.aop.aspectj.AspectJExpressionPointcut.public isRuntime( ): boolean,isRuntime( ): boolean,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,0,1,0
org.springframework.aop.aspectj.AspectJExpressionPointcutAdvisor,AspectJExpressionPointcutAdvisor,low,low,low,low,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,,,,,18,,,,,,0,,,,,,,
org.springframework.aop.aspectj.AspectJMethodBeforeAdvice,AspectJMethodBeforeAdvice,low,low,low,low,0,2,0,0,0,2,14,6,0,0,2,0,0,0,0,0,0,0,,,,,14,,,,,,2,,,,,,,
<Method>org.springframework.aop.aspectj.AspectJMethodBeforeAdvice.public isAfterAdvice( ): boolean,isAfterAdvice( ): boolean,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,0,0,0
<Method>org.springframework.aop.aspectj.AspectJMethodBeforeAdvice.public isBeforeAdvice( ): boolean,isBeforeAdvice( ): boolean,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,0,0,0
org.springframework.aop.aspectj.AspectJPointcutAdvisor,AspectJPointcutAdvisor,low,low,low,low,0,4,0,0,0,5,36,14,0,0,4,0,0,0,0.375,0,0,0,,,,,36,,,,,,5,,,,,,,
<Method>org.springframework.aop.aspectj.AspectJPointcutAdvisor.public getOrder( ): int,getOrder( ): int,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,6,0,0,0
<Method>org.springframework.aop.aspectj.AspectJPointcutAdvisor.public hashCode( ): int,hashCode( ): int,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,0,0,0
<Method>org.springframework.aop.aspectj.AspectJPointcutAdvisor.public isPerInstance( ): boolean,isPerInstance( ): boolean,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,0,0,0
<Method>org.springframework.aop.aspectj.AspectJPointcutAdvisor.public setOrder( int ): void,setOrder( int ): void,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,0,0
org.springframework.aop.aspectj.AspectJPrecedenceInformation,AspectJPrecedenceInformation,low,low,low,low,0,3,0,1,0,4,5,3,0,0,3,0,0,0,0,0,0,0,,,,,5,,,,,,4,,,,,,,
<Method>org.springframework.aop.aspectj.AspectJPrecedenceInformation.public abstract getDeclarationOrder( ): int,getDeclarationOrder( ): int,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0
<Method>org.springframework.aop.aspectj.AspectJPrecedenceInformation.public abstract isAfterAdvice( ): boolean,isAfterAdvice( ): boolean,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0
<Method>org.springframework.aop.aspectj.AspectJPrecedenceInformation.public abstract isBeforeAdvice( ): boolean,isBeforeAdvice( ): boolean,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0
org.springframework.aop.aspectj.AspectJProxyUtils,AspectJProxyUtils,low,low,low,low,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,,,,,16,,,,,,0,,,,,,,
org.springframework.aop.aspectj.AspectJWeaverMessageHandler,AspectJWeaverMessageHandler,low,low,low,low,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,,,,,36,,,,,,0,,,,,,,
org.springframework.aop.aspectj.DeclareParentsAdvisor,DeclareParentsAdvisor,low,low,low,low,0,2,0,0,0,2,34,5,0,0,2,0,0,0,0,0,0,0,,,,,34,,,,,,2,,,,,,,
<Anonymous> : Lorg.springframework.aop.aspectj.DeclareParentsAdvisor$3123;,Lorg.springframework.aop.aspectj.DeclareParentsAdvisor$3123;,low,low,low,low,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,,,,,4,,,,,,0,,,,,,,
<Method>org.springframework.aop.aspectj.DeclareParentsAdvisor.public isPerInstance( ): boolean,isPerInstance( ): boolean,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,0,0,0
<Method>org.springframework.aop.aspectj.DeclareParentsAdvisor.public validateInterfaces( ): void,validateInterfaces( ): void,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0,0,0
